city,pct,numteams,champ,tooltip,ff,year
Boston,0.658,4,1,"['Boston Celtics 0.585 Champions', 'Boston Patriots 0.375', 'Boston Red Sox 0.537', 'Boston Bruins 0.658 Conf./League Finalist']",1,1969
San Diego,0.321,3,0,"['San Diego Rockets 0.451', 'San Diego Chargers 0.25', 'San Diego Padres 0.321']",0,1969
Philadelphia,0.401,4,0,"['Philadelphia 76ers 0.671', 'Philadelphia Eagles 0.444', 'Philadelphia Phillies 0.389', 'Philadelphia Flyers 0.401']",0,1969
Detroit,0.513,4,0,"['Detroit Pistons 0.39', 'Detroit Lions 0.667', 'Detroit Tigers 0.556', 'Detroit Red Wings 0.513']",0,1969
New York 1,0.599,4,0,"['New York Knicks 0.659', 'New York Giants 0.4', 'New York Yankees 0.494', 'New York Rangers 0.599']",0,1969
Los Angeles 1,0.382,4,0,"['Los Angeles Lakers 0.671 Conf./League Finalist', 'Los Angeles Rams 0.7', 'Los Angeles Dodgers 0.438', 'Los Angeles Kings 0.382 Conf./League Finalist']",0,1969
Wisconsin,0.395,3,0,"['Milwaukee Bucks 0.329', 'Green Bay Packers 0.5', 'Milwaukee Brewers 0.395']",0,1969
San Francisco,0.556,3,0,"['San Francisco Warriors 0.5', 'San Francisco 49ers 0.3', 'San Francisco Giants 0.556']",0,1969
Atlanta,0.574,3,0,"['Atlanta Hawks 0.585', 'Atlanta Falcons 0.4', 'Atlanta Braves 0.574 Conf./League Finalist']",0,1969
Seattle,0.366,1,0,['Seattle SuperSonics 0.366'],0,1969
Baltimore,0.673,3,0,"['Baltimore Bullets 0.695', 'Baltimore Colts 0.556', 'Baltimore Orioles 0.673 Conf./League Finalist']",0,1969
Dallas,0.9,1,0,['Dallas Cowboys 0.9'],0,1969
Minneapolis,0.336,3,0,"['Minnesota Vikings 0.9 Conf./League Finalist', 'Minnesota Twins 0.599 Conf./League Finalist', 'Minnesota North Stars 0.336']",0,1969
Denver,0.375,1,0,['Denver Broncos 0.375'],0,1969
Pittsburgh,0.336,3,0,"['Pittsburgh Steelers 0.0', 'Pittsburgh Pirates 0.543', 'Pittsburgh Penguins 0.336']",0,1969
New York 2,0.494,2,1,"['New York Jets 1.0', 'New York Mets 0.494 Champions']",1,1969
Miami,0.25,1,0,['Miami Dolphins 0.25'],0,1969
Kansas City,0.426,2,1,"['Kansas City Chiefs 0.625 Champions', 'Kansas City Royals 0.426']",1,1969
Buffalo,0.25,1,0,['Buffalo Bills 0.25'],0,1969
St Louis,0.579,3,0,"['St. Louis Cardinals 0.333', 'St. Louis Cardinals 0.537', 'St. Louis Blues 0.579 Conf./League Finalist']",0,1969
Houston,0.5,2,0,"['Houston Oilers 0.625', 'Houston Astros 0.5']",0,1969
Washington DC,0.531,2,0,"['Washington Redskins 0.667', 'Washington Senators 0.531']",0,1969
New Orleans,0.4,1,0,['New Orleans Saints 0.4'],0,1969
Cleveland,0.383,2,0,"['Cleveland Browns 0.889 Conf./League Finalist', 'Cleveland Indians 0.383']",0,1969
Oakland,0.454,3,0,"['Oakland Raiders 0.875 Conf./League Finalist', 'Oakland Athletics 0.543', 'Oakland Seals 0.454']",0,1969
Los Angeles 2,0.438,1,0,['Los Angeles Angels of Anaheim 0.438'],0,1969
Montreal,0.678,2,1,"['Montreal Expos 0.321', 'Montreal Canadiens 0.678 Champions']",1,1969
Toronto,0.559,1,0,['Toronto Maple Leafs 0.559'],0,1969
Cincinnati,0.63,3,0,"['Cincinnati Royals 0.439', 'Cincinnati Bengals 0.636', 'Cincinnati Reds 0.63 Conf./League Finalist']",0,1970
Phoenix,0.476,1,0,['Phoenix Suns 0.476'],0,1970
Chicago,0.651,5,0,"['Chicago Bulls 0.476', 'Chicago Bears 0.455', 'Chicago White Sox 0.346', 'Chicago Cubs 0.346', 'Chicago Black Hawks 0.651 Conf./League Finalist']",0,1970
Boston,0.651,4,1,"['Boston Celtics 0.415', 'Boston Patriots 0.182', 'Boston Red Sox 0.537', 'Boston Bruins 0.651 Champions']",1,1970
San Diego,0.389,3,0,"['San Diego Rockets 0.329', 'San Diego Chargers 0.5', 'San Diego Padres 0.389']",0,1970
Philadelphia,0.382,4,0,"['Philadelphia 76ers 0.512', 'Philadelphia Eagles 0.1', 'Philadelphia Phillies 0.451', 'Philadelphia Flyers 0.382']",0,1970
Detroit,0.625,4,0,"['Detroit Pistons 0.378', 'Detroit Lions 0.636', 'Detroit Tigers 0.488', 'Detroit Red Wings 0.625']",0,1970
New York 1,0.605,4,1,"['New York Knicks 0.732 Champions', 'New York Giants 0.545', 'New York Yankees 0.574', 'New York Rangers 0.605']",1,1970
Los Angeles 1,0.25,4,0,"['Los Angeles Lakers 0.561 Conf./League Finalist', 'Los Angeles Rams 0.7', 'Los Angeles Dodgers 0.531', 'Los Angeles Kings 0.25']",0,1970
Wisconsin,0.401,3,0,"['Milwaukee Bucks 0.683', 'Green Bay Packers 0.364', 'Milwaukee Brewers 0.401']",0,1970
San Francisco,0.531,3,0,"['San Francisco Warriors 0.366', 'San Francisco 49ers 0.667 Conf./League Finalist', 'San Francisco Giants 0.531']",0,1970
Atlanta,0.469,3,0,"['Atlanta Hawks 0.585', 'Atlanta Falcons 0.333', 'Atlanta Braves 0.469']",0,1970
Seattle,0.439,1,0,['Seattle SuperSonics 0.439'],0,1970
Baltimore,0.667,3,2,"['Baltimore Bullets 0.61', 'Baltimore Colts 0.8 Champions', 'Baltimore Orioles 0.667 Champions']",2,1970
Dallas,0.636,1,0,['Dallas Cowboys 0.636 Conf./League Finalist'],0,1970
Minneapolis,0.395,3,0,"['Minnesota Vikings 0.909', 'Minnesota Twins 0.605 Conf./League Finalist', 'Minnesota North Stars 0.395']",0,1970
Denver,0.333,1,0,['Denver Broncos 0.333'],0,1970
Pittsburgh,0.421,3,0,"['Pittsburgh Steelers 0.455', 'Pittsburgh Pirates 0.549 Conf./League Finalist', 'Pittsburgh Penguins 0.421 Conf./League Finalist']",0,1970
New York 2,0.574,2,0,"['New York Jets 0.182', 'New York Mets 0.574']",0,1970
Miami,0.727,1,0,['Miami Dolphins 0.727'],0,1970
Kansas City,0.401,2,0,"['Kansas City Chiefs 0.7', 'Kansas City Royals 0.401']",0,1970
Buffalo,0.3,1,0,['Buffalo Bills 0.3'],0,1970
St Louis,0.566,3,0,"['St. Louis Cardinals 0.545', 'St. Louis Cardinals 0.469', 'St. Louis Blues 0.566 Conf./League Finalist']",0,1970
Houston,0.488,2,0,"['Houston Oilers 0.3', 'Houston Astros 0.488']",0,1970
Washington DC,0.432,2,0,"['Washington Redskins 0.364', 'Washington Senators 0.432']",0,1970
New Orleans,0.2,1,0,['New Orleans Saints 0.2'],0,1970
Cleveland,0.469,2,0,"['Cleveland Browns 0.636', 'Cleveland Indians 0.469']",0,1970
Oakland,0.382,3,0,"['Oakland Raiders 0.778 Conf./League Finalist', 'Oakland Athletics 0.549', 'Oakland Seals 0.382']",0,1970
Los Angeles 2,0.531,1,0,['Los Angeles Angels of Anaheim 0.531'],0,1970
Montreal,0.605,2,0,"['Montreal Expos 0.451', 'Montreal Canadiens 0.605']",0,1970
Toronto,0.467,1,0,['Toronto Maple Leafs 0.467'],0,1970
Wisconsin,0.426,3,1,"['Milwaukee Bucks 0.805 Champions', 'Green Bay Packers 0.222', 'Milwaukee Brewers 0.426']",1,1971
Cincinnati,0.488,3,0,"['Cincinnati Royals 0.402', 'Cincinnati Bengals 0.273', 'Cincinnati Reds 0.488']",0,1971
Phoenix,0.585,1,0,['Phoenix Suns 0.585'],0,1971
Chicago,0.686,5,0,"['Chicago Bulls 0.622', 'Chicago Bears 0.455', 'Chicago White Sox 0.488', 'Chicago Cubs 0.488', 'Chicago Black Hawks 0.686 Conf./League Finalist']",0,1971
Boston,0.776,4,0,"['Boston Celtics 0.537', 'New England Patriots 0.545', 'Boston Red Sox 0.525', 'Boston Bruins 0.776']",0,1971
San Diego,0.377,3,0,"['San Diego Rockets 0.488', 'San Diego Chargers 0.364', 'San Diego Padres 0.377']",0,1971
Portland,0.354,1,0,['Portland Trail Blazers 0.354'],0,1971
Philadelphia,0.468,4,0,"['Philadelphia 76ers 0.573', 'Philadelphia Eagles 0.5', 'Philadelphia Phillies 0.414', 'Philadelphia Flyers 0.468']",0,1971
Detroit,0.353,4,0,"['Detroit Pistons 0.549', 'Detroit Lions 0.333', 'Detroit Tigers 0.562', 'Detroit Red Wings 0.353']",0,1971
New York 1,0.699,4,0,"['New York Knicks 0.634 Conf./League Finalist', 'New York Giants 0.273', 'New York Yankees 0.506', 'New York Rangers 0.699 Conf./League Finalist']",0,1971
Los Angeles 1,0.404,4,0,"['Los Angeles Lakers 0.585 Conf./League Finalist', 'Los Angeles Rams 0.7', 'Los Angeles Dodgers 0.469', 'Los Angeles Kings 0.404']",0,1971
Cleveland,0.37,3,0,"['Cleveland Cavaliers 0.183', 'Cleveland Browns 0.636', 'Cleveland Indians 0.37']",0,1971
San Francisco,0.556,3,0,"['San Francisco Warriors 0.5', 'San Francisco 49ers 0.636 Conf./League Finalist', 'San Francisco Giants 0.556 Conf./League Finalist']",0,1971
Atlanta,0.506,3,0,"['Atlanta Hawks 0.439', 'Atlanta Falcons 0.4', 'Atlanta Braves 0.506']",0,1971
Seattle,0.463,1,0,['Seattle SuperSonics 0.463'],0,1971
Buffalo,0.404,3,0,"['Buffalo Braves 0.268', 'Buffalo Bills 0.091', 'Buffalo Sabres 0.404']",0,1971
Baltimore,0.623,3,0,"['Baltimore Bullets 0.512 Conf./League Finalist', 'Baltimore Colts 0.727 Conf./League Finalist', 'Baltimore Orioles 0.623 Conf./League Finalist']",0,1971
Dallas,0.727,1,1,['Dallas Cowboys 0.727 Champions'],1,1971
Minneapolis,0.462,3,0,"['Minnesota Vikings 0.818', 'Minnesota Twins 0.457', 'Minnesota North Stars 0.462 Conf./League Finalist']",0,1971
Denver,0.333,1,0,['Denver Broncos 0.333'],0,1971
Pittsburgh,0.397,3,1,"['Pittsburgh Steelers 0.455', 'Pittsburgh Pirates 0.599 Champions', 'Pittsburgh Penguins 0.397']",1,1971
New Orleans,0.364,1,0,['New Orleans Saints 0.364'],0,1971
Miami,0.7,1,0,['Miami Dolphins 0.7 Conf./League Finalist'],0,1971
Kansas City,0.525,2,0,"['Kansas City Chiefs 0.8', 'Kansas City Royals 0.525']",0,1971
St Louis,0.558,3,0,"['St. Louis Cardinals 0.2', 'St. Louis Cardinals 0.556', 'St. Louis Blues 0.558']",0,1971
Houston,0.488,2,0,"['Houston Oilers 0.364', 'Houston Astros 0.488']",0,1971
Washington DC,0.389,2,0,"['Washington Redskins 0.8', 'Washington Senators 0.389']",0,1971
New York 2,0.506,2,0,"['New York Jets 0.545', 'New York Mets 0.506']",0,1971
Oakland,0.288,3,0,"['Oakland Raiders 0.7', 'Oakland Athletics 0.623 Conf./League Finalist', 'California Golden Seals 0.288']",0,1971
Los Angeles 2,0.469,1,0,['Los Angeles Angels of Anaheim 0.469'],0,1971
Montreal,0.622,2,1,"['Montreal Expos 0.438', 'Montreal Canadiens 0.622 Champions']",1,1971
Toronto,0.526,1,0,['Toronto Maple Leafs 0.526'],0,1971
Vancouver,0.359,1,0,['Vancouver Canucks 0.359'],0,1971
Houston,0.538,3,0,"['Houston Rockets 0.415', 'Houston Oilers 0.091', 'Houston Astros 0.538']",0,1972
Cincinnati,0.609,3,0,"['Cincinnati Royals 0.366', 'Cincinnati Bengals 0.545', 'Cincinnati Reds 0.609 Conf./League Finalist']",0,1972
Phoenix,0.598,1,0,['Phoenix Suns 0.598'],0,1972
Chicago,0.686,5,0,"['Chicago Bulls 0.695', 'Chicago Bears 0.318', 'Chicago White Sox 0.558', 'Chicago Cubs 0.558', 'Chicago Black Hawks 0.686 Conf./League Finalist']",0,1972
Boston,0.763,4,1,"['Boston Celtics 0.683 Conf./League Finalist', 'New England Patriots 0.0', 'Boston Red Sox 0.545', 'Boston Bruins 0.763 Champions']",1,1972
Buffalo,0.327,3,0,"['Buffalo Braves 0.268', 'Buffalo Bills 0.182', 'Buffalo Sabres 0.327']",0,1972
Portland,0.22,1,0,['Portland Trail Blazers 0.22'],0,1972
Philadelphia,0.423,4,0,"['Philadelphia 76ers 0.366', 'Philadelphia Eagles 0.045', 'Philadelphia Phillies 0.378', 'Philadelphia Flyers 0.423']",0,1972
Detroit,0.487,4,0,"['Detroit Pistons 0.317', 'Detroit Lions 0.545', 'Detroit Tigers 0.551 Conf./League Finalist', 'Detroit Red Wings 0.487']",0,1972
New York 1,0.699,4,0,"['New York Knicks 0.585 Conf./League Finalist', 'New York Giants 0.636', 'New York Yankees 0.506', 'New York Rangers 0.699 Conf./League Finalist']",0,1972
Los Angeles 1,0.314,4,1,"['Los Angeles Lakers 0.841 Champions', 'Los Angeles Rams 0.5', 'Los Angeles Dodgers 0.481', 'Los Angeles Kings 0.314']",1,1972
Cleveland,0.462,3,0,"['Cleveland Cavaliers 0.28', 'Cleveland Browns 0.818', 'Cleveland Indians 0.462']",0,1972
Wisconsin,0.417,3,0,"['Milwaukee Bucks 0.768 Conf./League Finalist', 'Green Bay Packers 0.727', 'Milwaukee Brewers 0.417']",0,1972
Atlanta,0.449,3,0,"['Atlanta Hawks 0.439', 'Atlanta Falcons 0.5', 'Atlanta Braves 0.449']",0,1972
Seattle,0.573,1,0,['Seattle SuperSonics 0.573'],0,1972
Oakland,0.385,4,1,"['Golden State Warriors 0.622', 'Oakland Raiders 0.682', 'Oakland Athletics 0.596 Champions', 'California Golden Seals 0.385']",1,1972
Baltimore,0.513,3,0,"['Baltimore Bullets 0.463', 'Baltimore Colts 0.455', 'Baltimore Orioles 0.513']",0,1972
Dallas,0.346,2,0,"['Dallas Cowboys 0.636 Conf./League Finalist', 'Texas Rangers 0.346']",0,1972
Minneapolis,0.551,3,0,"['Minnesota Vikings 0.545', 'Minnesota Twins 0.494', 'Minnesota North Stars 0.551']",0,1972
Denver,0.4,1,0,['Denver Broncos 0.4'],0,1972
San Francisco,0.442,2,0,"['San Francisco 49ers 0.591', 'San Francisco Giants 0.442']",0,1972
Pittsburgh,0.423,3,0,"['Pittsburgh Steelers 0.818 Conf./League Finalist', 'Pittsburgh Pirates 0.615 Conf./League Finalist', 'Pittsburgh Penguins 0.423']",0,1972
San Diego,0.372,2,0,"['San Diego Chargers 0.409', 'San Diego Padres 0.372']",0,1972
New York 2,0.506,2,0,"['New York Jets 0.545', 'New York Mets 0.506']",0,1972
Miami,1.0,1,1,['Miami Dolphins 1.0 Champions'],1,1972
Kansas City,0.487,2,0,"['Kansas City Chiefs 0.545', 'Kansas City Royals 0.487']",0,1972
St Louis,0.429,3,0,"['St. Louis Cardinals 0.318', 'St. Louis Cardinals 0.481', 'St. Louis Blues 0.429 Conf./League Finalist']",0,1972
Washington DC,0.909,1,0,['Washington Redskins 0.909 Conf./League Finalist'],0,1972
New Orleans,0.227,1,0,['New Orleans Saints 0.227'],0,1972
Los Angeles 2,0.481,1,0,['Los Angeles Angels of Anaheim 0.481'],0,1972
Montreal,0.692,2,0,"['Montreal Expos 0.449', 'Montreal Canadiens 0.692']",0,1972
Toronto,0.513,1,0,['Toronto Maple Leafs 0.513'],0,1972
Vancouver,0.308,1,0,['Vancouver Canucks 0.308'],0,1972
Houston,0.506,3,0,"['Houston Rockets 0.402', 'Houston Oilers 0.091', 'Houston Astros 0.506']",0,1973
Buffalo,0.564,3,0,"['Buffalo Braves 0.256', 'Buffalo Bills 0.636', 'Buffalo Sabres 0.564']",0,1973
Phoenix,0.463,1,0,['Phoenix Suns 0.463'],0,1973
Chicago,0.596,5,0,"['Chicago Bulls 0.622', 'Chicago Bears 0.1', 'Chicago White Sox 0.475', 'Chicago Cubs 0.475', 'Chicago Black Hawks 0.596 Conf./League Finalist']",0,1973
Boston,0.686,4,0,"['Boston Celtics 0.829 Conf./League Finalist', 'New England Patriots 0.273', 'Boston Red Sox 0.549', 'Boston Bruins 0.686']",0,1973
Portland,0.256,1,0,['Portland Trail Blazers 0.256'],0,1973
Philadelphia,0.545,4,0,"['Philadelphia 76ers 0.11', 'Philadelphia Eagles 0.318', 'Philadelphia Phillies 0.438', 'Philadelphia Flyers 0.545 Conf./League Finalist']",0,1973
Detroit,0.551,4,0,"['Detroit Pistons 0.488', 'Detroit Lions 0.591', 'Detroit Tigers 0.525', 'Detroit Red Wings 0.551']",0,1973
New York 1,0.654,4,1,"['New York Knicks 0.695 Champions', 'New York Giants 0.136', 'New York Yankees 0.494', 'New York Rangers 0.654 Conf./League Finalist']",1,1973
Baltimore,0.599,3,0,"['Baltimore Bullets 0.634', 'Baltimore Colts 0.182', 'Baltimore Orioles 0.599 Conf./League Finalist']",0,1973
Los Angeles 1,0.468,4,0,"['Los Angeles Lakers 0.732 Conf./League Finalist', 'Los Angeles Rams 0.818', 'Los Angeles Dodgers 0.488', 'Los Angeles Kings 0.468']",0,1973
Cleveland,0.438,3,0,"['Cleveland Cavaliers 0.39', 'Cleveland Browns 0.636', 'Cleveland Indians 0.438']",0,1973
Wisconsin,0.457,3,0,"['Milwaukee Bucks 0.732', 'Green Bay Packers 0.409', 'Milwaukee Brewers 0.457']",0,1973
Atlanta,0.417,4,0,"['Atlanta Hawks 0.561', 'Atlanta Falcons 0.636', 'Atlanta Braves 0.469', 'Atlanta Flames 0.417']",0,1973
Seattle,0.317,1,0,['Seattle SuperSonics 0.317'],0,1973
Oakland,0.308,4,1,"['Golden State Warriors 0.573 Conf./League Finalist', 'Oakland Raiders 0.682 Conf./League Finalist', 'Oakland Athletics 0.58 Champions', 'California Golden Seals 0.308']",1,1973
Kansas City,0.543,3,0,"['Kansas City-Omaha Kings 0.439', 'Kansas City Chiefs 0.591', 'Kansas City Royals 0.543']",0,1973
Dallas,0.352,2,0,"['Dallas Cowboys 0.727 Conf./League Finalist', 'Texas Rangers 0.352']",0,1973
Minneapolis,0.545,3,0,"['Minnesota Vikings 0.909 Conf./League Finalist', 'Minnesota Twins 0.5', 'Minnesota North Stars 0.545']",0,1973
Denver,0.75,1,0,['Denver Broncos 0.75'],0,1973
San Francisco,0.543,2,0,"['San Francisco 49ers 0.364', 'San Francisco Giants 0.543']",0,1973
Pittsburgh,0.468,3,0,"['Pittsburgh Steelers 0.636', 'Pittsburgh Pirates 0.494', 'Pittsburgh Penguins 0.468']",0,1973
San Diego,0.37,2,0,"['San Diego Chargers 0.136', 'San Diego Padres 0.37']",0,1973
New York 2,0.192,3,0,"['New York Jets 0.364', 'New York Mets 0.494 Conf./League Finalist', 'New York Islanders 0.192']",0,1973
Miami,0.818,1,1,['Miami Dolphins 0.818 Champions'],1,1973
St Louis,0.487,3,0,"['St. Louis Cardinals 0.364', 'St. Louis Cardinals 0.5', 'St. Louis Blues 0.487']",0,1973
Cincinnati,0.611,2,0,"['Cincinnati Bengals 0.727', 'Cincinnati Reds 0.611 Conf./League Finalist']",0,1973
Washington DC,0.727,1,0,['Washington Redskins 0.727'],0,1973
New Orleans,0.364,1,0,['New Orleans Saints 0.364'],0,1973
Los Angeles 2,0.488,1,0,['Los Angeles Angels of Anaheim 0.488'],0,1973
Montreal,0.769,2,1,"['Montreal Expos 0.488', 'Montreal Canadiens 0.769 Champions']",1,1973
Toronto,0.41,1,0,['Toronto Maple Leafs 0.41'],0,1973
Vancouver,0.34,1,0,['Vancouver Canucks 0.34'],0,1973
Houston,0.5,3,0,"['Houston Rockets 0.39', 'Houston Oilers 0.636', 'Houston Astros 0.5']",0,1974
Buffalo,0.487,3,0,"['Buffalo Braves 0.512', 'Buffalo Bills 0.636', 'Buffalo Sabres 0.487']",0,1974
Phoenix,0.366,1,0,['Phoenix Suns 0.366'],0,1974
Chicago,0.673,5,0,"['Chicago Bulls 0.659 Conf./League Finalist', 'Chicago Bears 0.364', 'Chicago White Sox 0.494', 'Chicago Cubs 0.494', 'Chicago Black Hawks 0.673 Conf./League Finalist']",0,1974
Boston,0.724,4,1,"['Boston Celtics 0.683 Champions', 'New England Patriots 0.364', 'Boston Red Sox 0.519', 'Boston Bruins 0.724 Conf./League Finalist']",1,1974
Washington DC,0.727,2,0,"['Capital Bullets 0.573', 'Washington Redskins 0.727']",0,1974
Portland,0.329,1,0,['Portland Trail Blazers 0.329'],0,1974
Philadelphia,0.718,4,1,"['Philadelphia 76ers 0.305', 'Philadelphia Eagles 0.455', 'Philadelphia Phillies 0.494', 'Philadelphia Flyers 0.718 Champions']",1,1974
Detroit,0.436,4,0,"['Detroit Pistons 0.634', 'Detroit Lions 0.545', 'Detroit Tigers 0.444', 'Detroit Red Wings 0.436']",0,1974
New York 1,0.603,4,0,"['New York Knicks 0.598 Conf./League Finalist', 'New York Giants 0.091', 'New York Yankees 0.549', 'New York Rangers 0.603 Conf./League Finalist']",0,1974
Los Angeles 1,0.5,4,0,"['Los Angeles Lakers 0.573', 'Los Angeles Rams 0.7', 'Los Angeles Dodgers 0.42 Conf./League Finalist', 'Los Angeles Kings 0.5']",0,1974
Cleveland,0.475,3,0,"['Cleveland Cavaliers 0.354', 'Cleveland Browns 0.273', 'Cleveland Indians 0.475']",0,1974
Wisconsin,0.469,3,0,"['Milwaukee Bucks 0.72 Conf./League Finalist', 'Green Bay Packers 0.364', 'Milwaukee Brewers 0.469']",0,1974
Atlanta,0.474,4,0,"['Atlanta Hawks 0.427', 'Atlanta Falcons 0.273', 'Atlanta Braves 0.543', 'Atlanta Flames 0.474']",0,1974
Seattle,0.439,1,0,['Seattle SuperSonics 0.439'],0,1974
Oakland,0.231,4,1,"['Golden State Warriors 0.537', 'Oakland Raiders 0.818 Conf./League Finalist', 'Oakland Athletics 0.556 Champions', 'California Golden Seals 0.231']",1,1974
Kansas City,0.475,3,0,"['Kansas City-Omaha Kings 0.402', 'Kansas City Chiefs 0.364', 'Kansas City Royals 0.475']",0,1974
Dallas,0.519,2,0,"['Dallas Cowboys 0.545', 'Texas Rangers 0.519']",0,1974
Minneapolis,0.404,3,0,"['Minnesota Vikings 0.727 Conf./League Finalist', 'Minnesota Twins 0.506', 'Minnesota North Stars 0.404']",0,1974
Denver,0.55,1,0,['Denver Broncos 0.55'],0,1974
San Francisco,0.444,2,0,"['San Francisco 49ers 0.545', 'San Francisco Giants 0.444']",0,1974
Pittsburgh,0.417,3,1,"['Pittsburgh Steelers 0.682 Champions', 'Pittsburgh Pirates 0.543 Conf./League Finalist', 'Pittsburgh Penguins 0.417']",1,1974
San Diego,0.37,2,0,"['San Diego Chargers 0.364', 'San Diego Padres 0.37']",0,1974
New York 2,0.359,3,0,"['New York Jets 0.455', 'New York Mets 0.549', 'New York Islanders 0.359']",0,1974
Miami,0.818,1,0,['Miami Dolphins 0.818'],0,1974
Baltimore,0.562,2,0,"['Baltimore Colts 0.091', 'Baltimore Orioles 0.562 Conf./League Finalist']",0,1974
St Louis,0.41,3,0,"['St. Louis Cardinals 0.727', 'St. Louis Cardinals 0.531', 'St. Louis Blues 0.41']",0,1974
Cincinnati,0.605,2,0,"['Cincinnati Bengals 0.455', 'Cincinnati Reds 0.605']",0,1974
New Orleans,0.455,1,0,['New Orleans Saints 0.455'],0,1974
Los Angeles 2,0.42,1,0,['Los Angeles Angels of Anaheim 0.42'],0,1974
Montreal,0.635,2,0,"['Montreal Expos 0.488', 'Montreal Canadiens 0.635']",0,1974
Toronto,0.551,1,0,['Toronto Maple Leafs 0.551'],0,1974
Vancouver,0.378,1,0,['Vancouver Canucks 0.378'],0,1974
Houston,0.395,3,0,"['Houston Rockets 0.5', 'Houston Oilers 0.636', 'Houston Astros 0.395']",0,1975
New Orleans,0.182,2,0,"['New Orleans Jazz 0.28', 'New Orleans Saints 0.182']",0,1975
Phoenix,0.39,1,0,['Phoenix Suns 0.39'],0,1975
Chicago,0.513,5,0,"['Chicago Bulls 0.573 Conf./League Finalist', 'Chicago Bears 0.364', 'Chicago White Sox 0.463', 'Chicago Cubs 0.463', 'Chicago Black Hawks 0.513']",0,1975
Boston,0.588,4,0,"['Boston Celtics 0.732 Conf./League Finalist', 'New England Patriots 0.182', 'Boston Red Sox 0.586 Conf./League Finalist', 'Boston Bruins 0.588']",0,1975
Buffalo,0.706,3,0,"['Buffalo Braves 0.598', 'Buffalo Bills 0.636', 'Buffalo Sabres 0.706 Conf./League Finalist']",0,1975
Portland,0.463,1,0,['Portland Trail Blazers 0.463'],0,1975
Philadelphia,0.706,4,1,"['Philadelphia 76ers 0.415', 'Philadelphia Eagles 0.364', 'Philadelphia Phillies 0.531', 'Philadelphia Flyers 0.706 Champions']",1,1975
Detroit,0.363,4,0,"['Detroit Pistons 0.488', 'Detroit Lions 0.545', 'Detroit Tigers 0.352', 'Detroit Red Wings 0.363']",0,1975
Washington DC,0.131,3,0,"['Washington Bullets 0.732 Conf./League Finalist', 'Washington Redskins 0.636', 'Washington Capitals 0.131']",0,1975
New York 1,0.55,4,0,"['New York Knicks 0.488', 'New York Giants 0.273', 'New York Yankees 0.512', 'New York Rangers 0.55']",0,1975
Los Angeles 1,0.656,4,0,"['Los Angeles Lakers 0.366', 'Los Angeles Rams 0.818', 'Los Angeles Dodgers 0.444', 'Los Angeles Kings 0.656']",0,1975
Cleveland,0.488,3,0,"['Cleveland Cavaliers 0.488', 'Cleveland Browns 0.2', 'Cleveland Indians 0.488']",0,1975
Wisconsin,0.42,3,0,"['Milwaukee Bucks 0.463', 'Green Bay Packers 0.364', 'Milwaukee Brewers 0.42']",0,1975
Atlanta,0.519,4,0,"['Atlanta Hawks 0.378', 'Atlanta Falcons 0.273', 'Atlanta Braves 0.414', 'Atlanta Flames 0.519']",0,1975
